name,start,end,cagr,vol,sharpe,excess_sharpe,maxdd,calmar,turnover_ann,beta_spy,corr_spy,final,observations
trend3_plus_0pct_static_qqq,2007-01-03,2026-07-31,0.09930508882537081,0.10906438961992905,0.9303146712268168,0.7898777458836612,-0.15975520271759192,0.6216078546181554,3.2364724621229626,0.33547468128134406,0.6032321144188372,6.379982681851094,4925
trend3_plus_10pct_static_qqq,2007-01-03,2026-07-31,0.10645444197196574,0.11396971692335615,0.9518341676044719,0.8166639807576095,-0.17213270940777514,0.6184440036889192,2.936019327408709,0.40395660431836466,0.6951090159573287,7.243094801984289,4925
trend3_plus_20pct_static_qqq,2007-01-03,2026-07-31,0.1133863936223054,0.12101465150749345,0.954761970907989,0.8265278178692556,-0.19877475149274648,0.5704265394412681,2.6348356693655033,0.4729264127767388,0.7664137606845317,8.184916471444712,4925
trend3_plus_25pct_static_qqq,2007-01-03,2026-07-31,0.11676974726369416,0.1252418748763694,0.9508658940502963,0.8264827431545335,-0.2226521959391904,0.5244491156762977,2.4836899854040446,0.50760392019177,0.7948461690580968,8.68573534528037,4925
trend3_plus_33pct_static_qqq,2007-01-03,2026-07-31,0.12228498627125783,0.133194020944083,0.9387136715532187,0.8210167877126116,-0.26153364753678965,0.46756884792063375,2.2303512155079166,0.5656986028003795,0.8329291369793356,9.564976443826783,4925
trend3_plus_50pct_static_qqq,2007-01-03,2026-07-31,0.13284283490368654,0.15190351265443228,0.9021412755686768,0.7977735780504781,-0.3365635557455572,0.3947035638169809,1.717660745575769,0.6830792231503771,0.8818829322550047,11.488911814721591,4925
